type	latitude	longitude	altitude (m)	name	desc
T	20.410240191	78.321696541	312.5		
T	20.451431168	78.288921861	297.3		
T	20.533891149	78.245354399	258.8		
T	20.554550569	78.245477543	249.5		
T	20.657663272	78.190935729	281.0		
T	20.740221371	78.158275092	292.4		
T	20.833174956	78.136645937	322.2		
T	20.905548601	78.114946897	297.0		
T	21.008972998	78.082318874	324.9		
T	21.091710564	78.049533226	319.5		
T	21.184927062	78.016796722	350.6		
T	21.247156991	78.006017652	329.6		
T	21.330249398	78.006406094	348.6		
T	21.392598954	78.006697590	360.0		
T	21.434292335	78.029078921	543.3		
T	21.424906239	78.173501516	388.3		
T	21.341872852	78.195190218	342.6		
T	21.321154285	78.206161271	353.9		
T	21.258916462	78.227930309	361.6		
T	21.186154002	78.238436162	417.2		
T	21.165405747	78.249350548	433.2		
T	21.092737406	78.270904724	416.8		
T	21.051347009	78.292763125	405.7		
T	20.968587928	78.325410054	360.2		
T	20.896209453	78.347062027	310.0		
T	20.813542538	78.379672638	328.4		
T	20.751599761	78.412408440	291.2		
T	20.689625432	78.434058472	263.7		
T	20.627662281	78.455689173	250.8		
T	20.555412105	78.488262301	240.5		
T	20.493476975	78.509846709	236.6		
T	20.421262947	78.531370094	245.2		
T	20.328488311	78.552795898	268.5		
T	20.246073941	78.574309521	346.0		
T	20.143044449	78.606607260	296.3		
T	20.101844630	78.628315827	279.2		
T	20.050350698	78.660939267	372.9		
T	19.998884567	78.682608563	326.2		
T	19.978300326	78.693478504	313.9		
T	19.937163582	78.759281622	312.9		
T	19.968058242	78.770529733	274.6		
T	20.009254284	78.781857712	276.5		
T	20.050469937	78.793220073	251.1		
T	20.143326333	78.827251740	224.0		
T	20.184608439	78.838710724	234.0		
T	20.277490393	78.839625017	217.6		
T	20.308458890	78.839920952	216.0		
T	20.411674182	78.829830019	214.8		
T	20.556345959	78.798147663	214.6		
T	20.628690559	78.776727934	236.1		
T	20.711432710	78.766484917	240.8		
T	20.804527222	78.734182761	265.3		
T	20.887315117	78.701759836	277.9		
T	21.011455371	78.636371060	500.7		
T	21.073515870	78.603615641	530.1		
T	21.166818437	78.560144472	507.5		
T	21.239512538	78.538684928	544.2		
T	21.249870352	78.527678228	576.6		
T	21.353965320	78.517706150	388.1		
T	21.468711788	78.530142946	407.5		
T	21.416996423	78.618709209	446.4		
T	21.354810684	78.695977007	430.9		
T	21.302936535	78.739925535	454.0		
T	21.271746680	78.750674257	384.9		
T	21.198993281	78.772033983	433.4		
T	21.157369391	78.771485813	396.9		
T	21.084633655	78.781692116	432.2		
T	20.949901433	78.813562758	327.4		
T	20.898098314	78.824094467	325.9		
T	20.794557333	78.856242178	238.8		
T	20.732429374	78.866624393	227.3		
T	20.639346735	78.898882514	218.0		
T	20.546261388	78.919997837	242.5		
T	20.504879224	78.919508762	235.0		
T	20.463548904	78.952266423	227.8		
T	20.391180973	78.973542862	238.1		
T	20.339573571	79.006239989	224.5		
T	20.277635564	79.038807444	209.2		
T	20.205370531	79.071235667	210.9		
T	20.143426391	79.103751352	196.8		
T	20.060865921	79.136057501	196.0		
T	20.029906085	79.146782565	202.0		
T	19.978332860	79.168398119	196.1		
T	19.916382365	79.234170441	183.0		
T	19.936935293	79.278693394	177.9		
T	19.978053894	79.356741037	206.3		
T	20.060586130	79.379948929	231.4		
T	20.153540832	79.403466599	227.7		
T	20.246573884	79.404792578	252.4		
T	20.422420940	79.407344153	221.4		
T	20.619273491	79.443942182	266.6		
T	20.722967175	79.434458438	271.2		
T	20.816414181	79.391442173	303.9		
T	20.920245646	79.315053347	284.9		
T	20.961807659	79.304584216	286.9		
T	20.992912594	79.271545346	282.9		
T	21.034405328	79.238662666	287.4		
T	21.096616559	79.183714957	277.5		
T	21.200443894	79.107105075	292.5		
T	21.273194767	79.063524259	298.3		
T	21.408477968	79.009683372	309.2		
T	21.450168784	78.999144884	313.2		
T	21.471025098	78.988305079	322.8		
T	21.544283453	79.000771303	359.0		
T	21.575724509	79.034857855	384.0		
T	21.544541733	79.090337046	427.0		
T	21.502997707	79.134553405	389.3		
T	21.387994545	79.098945732	307.8		
T	21.325539126	79.120349446	295.9		
T	21.263101379	79.141731719	284.6		
T	21.159054798	79.173584291	284.3		
T	21.054986559	79.171876484	279.0		
T	20.992625410	79.170911715	315.0		
T	20.899127602	79.169466186	303.9		
T	20.857647840	79.191151650	303.1		
T	20.774625109	79.212133668	315.0		
T	20.639844503	79.199024020	283.0		
T	20.557022362	79.242371661	278.3		
T	20.515610273	79.264026587	260.8		
T	20.432786771	79.318428543	247.5		
T	20.350001631	79.372874637	268.6		
T	20.277565487	79.427473673	253.9		
T	20.184416576	79.504036797	258.4		
T	20.132670054	79.536668529	356.6		
T	20.070597615	79.557982001	246.9		
T	20.039537511	79.579766522	211.4		
T	19.946468377	79.623027594	180.8		
T	19.905124433	79.633584051	174.8		
T	19.853377543	79.666242191	167.8		
T	19.811987837	79.687906702	165.8		
T	19.749748914	79.753758927	164.4		
T	19.677291953	79.786061839	146.3		
T	19.646148108	79.819003549	179.8		
T	19.573438426	79.895881542	159.9		
T	19.531927990	79.928662532	150.6		
T	19.480150817	79.950143151	131.2		
T	19.417835262	80.005038629	142.7		
T	19.365966486	80.037759839	144.8		
T	19.324578273	80.048329798	144.5		
T	19.262271517	80.092120839	163.7		
T	19.189698949	80.124602780	214.2		
T	19.096449783	80.156785168	139.9		
T	19.055130129	80.156213173	209.8		
T	19.065873192	80.111785307	178.8		
T	19.107475733	80.078916935	351.7		
T	19.138451030	80.079326615	235.9		
T	19.168945878	80.135472200	204.1		
T	19.302487054	80.226717433	232.9		
T	19.374467005	80.272567216	201.0		
T	19.395418635	80.239310313	226.6		
T	19.447363975	80.206542097	225.7		
T	19.551589452	80.085127652	184.4		
T	19.655359607	80.019770575	161.8		
T	19.707308802	79.975980551	175.0		
T	19.800634179	79.921721696	207.6		
T	19.883536399	79.878408807	185.6		
T	19.945740749	79.834736580	186.6		
T	20.038859223	79.813848741	181.4		
T	20.132096447	79.781973435	200.4		
T	20.225312693	79.761234047	229.0		
T	20.328943086	79.718296342	270.4		
T	20.401496486	79.685996606	223.6		
T	20.484473847	79.676382660	225.4		
T	20.536361412	79.654985489	274.1		
T	20.577869511	79.644568641	264.2		
T	20.712776886	79.658216851	251.3		
T	20.795938257	79.682305856	236.2		
T	20.858367729	79.683612759	240.4		
T	20.899954031	79.639564985	245.0		
T	20.941571403	79.629179461	246.9		
T	20.993487723	79.551616466	268.4		
T	21.024556821	79.484851142	252.9		
T	21.097402432	79.474997365	258.0		
T	21.149409850	79.442326858	267.9		
T	21.211896619	79.421086810	276.7		
T	21.253594888	79.421872721	281.1		
T	21.420371948	79.380075111	314.0		
T	21.556262505	79.349139665	392.0		
T	21.566856774	79.383116643	379.4		
T	21.441840363	79.526880274	327.6		
T	21.306414408	79.591828508	271.9		
T	21.233456006	79.624099466	267.4		
T	21.129141004	79.666782225	253.0		
T	21.024950983	79.698299630	252.2		
T	20.962493220	79.730715270	281.7		
T	20.931266745	79.752530891	257.1		
T	20.879217184	79.785124597	237.1		
T	20.795961721	79.828281450	229.1		
T	20.785560430	79.839303059	226.9		
T	20.712761243	79.860234343	226.1		
T	20.671191715	79.881878145	222.7		
T	20.588057008	79.902636517	221.6		
T	20.546485249	79.924241644	214.9		
T	20.432161645	79.977978053	212.2		
T	20.338712641	80.009783334	222.2		
T	20.286780823	80.042468350	211.7		
T	20.172413025	80.118652361	225.3		
T	20.037236012	80.205619008	240.2		
T	19.975038429	80.215710354	241.5		
T	19.840164377	80.258081232	285.5		
T	19.715627116	80.300583119	270.8		
T	19.653291711	80.333131924	313.4		
T	19.601387514	80.354712813	247.6		
T	19.528872772	80.364725289	218.6		
T	19.476956458	80.386303674	206.4		
T	19.455974110	80.419609873	216.5		
T	19.454954528	80.531863308	244.9		
T	19.506523855	80.555253295	235.4		
T	19.589574331	80.534239329	293.2		
T	19.662438362	80.490536109	272.2		
T	19.766391152	80.447638043	296.8		
T	19.880983562	80.359991554	311.1		
T	20.005767839	80.283702334	297.5		
T	20.099334758	80.229394839	280.3		
T	20.172085669	80.197242726	229.5		
T	20.234418224	80.176092400	220.8		
T	20.327845458	80.166828826	300.4		
T	20.379776511	80.156675927	228.7		
T	20.462890246	80.158569157	234.6		
T	20.514890797	80.148502622	225.4		
T	20.598140560	80.116619273	251.4		
T	20.681340401	80.118500680	254.2		
T	20.743795921	80.097369248	231.5		
T	20.879297644	80.055580722	261.0		
T	20.941853550	80.045815509	256.6		
T	21.056591628	80.048599723	279.6		
T	21.202888918	80.052379831	295.2		
T	21.307497792	80.043810153	372.3		
T	21.380772891	80.034421290	391.0		
T	21.475052801	80.002978292	290.1		
T	21.496138782	80.037632682	285.1		
T	21.485773601	80.105437565	300.0		
T	21.475342395	80.150546880	308.7		
T	21.433369807	80.160662344	325.9		
T	21.412367511	80.137363886	331.0		
T	21.360019012	80.158638144	330.0		
T	21.276315880	80.190439290	326.6		
T	21.213543850	80.211418955	297.2		
T	21.140306391	80.254737356	310.3		
T	21.046175235	80.297454928	353.3		
T	21.004388847	80.307674538	401.8		
T	20.931260200	80.339707511	398.2		
T	20.858112509	80.371661827	373.2		
T	20.753661441	80.402692179	414.0		
T	20.638910911	80.445000249	381.5		
T	20.545113740	80.465220137	424.2		
T	20.461795610	80.474383474	301.1		
T	20.378407043	80.506146844	345.7		
T	20.295210496	80.515516212	349.7		
T	20.243256355	80.514291323	329.1		
T	20.222375924	80.536448328	401.1		
T	20.274331963	80.537682742	335.5		
T	20.388673503	80.540401477	371.3		
T	20.451134099	80.542061236	395.5		
T	20.576072874	80.556733507	419.6		
T	20.628170238	80.558120267	389.4		
T	20.701129696	80.560061872	371.1		
T	20.795057438	80.562741589	371.4		
T	20.889126838	80.531364245	390.4		
T	20.941392845	80.510109013	392.9		
T	21.014638681	80.478178899	365.3		
T	21.087864473	80.457559915	343.0		
T	21.171712570	80.448852382	343.9		
T	21.245128166	80.439813829	330.4		
T	21.308081945	80.419042927	307.3		
T	21.329063832	80.396927823	318.1		
T	21.402409154	80.353506928	310.6		
T	21.454751433	80.298043249	312.9		
T	21.496741714	80.276571229	299.1		
T	21.591380974	80.268176453	287.9		
T	21.612280690	80.223191643	282.8		
